,Unnamed: 0,txnHash,value,tokenAddress,amount,sellDecimals,sellSymbol,txHash,gasLimit,gasUsed,gasPrice,timestamp,blockNumber,from,to,payloadTO,payloadValue,payloadMethodID,payLoadOffset,payLoadLength,nestedMethodID,nestedPayload,datetime,uniquePriceQueriesPK,approxUSDMarkSell,totalTradeValue
181,181,0x2d21f4ac7815259f3f1298ab0d3c0e2f5525ef91521128404d59ede31ae14d8f,0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,364.869492,6.0,USDC,0x2d21f4ac7815259f3f1298ab0d3c0e2f5525ef91521128404d59ede31ae14d8f,334694,255031,26216132315,1651998128,14734966,0x58e7C25F0C2834A23bd22411ce9Dc648B171726d,0x692018c5E0d67E58a970Cf166D875F2F06Fa6867,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x0000000000000000000000000000000000000000000000000000000000000000,0x6a761202,10,968,0x5ae401dc,000000000000000000000000000000000000000000000000000000006277848e0000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000124b858183f00000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000080000000000000000000000000692018c5e0d67e58a970cf166d875f2f06fa68670000000000000000000000000000000000000000000000000000763bfbd2200000000000000000000000000000000000000000000000000d4c9b581535a86774000000000000000000000000000000000000000000000000000000000000004234f0915a5f15a66eba86f6a58be1a471fb7836a7000bb8a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48002710aac1abdb4fb7a91a0e2e036dfacc45f708ed6a3900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,08-05-2022,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48_08-05-2022,0.0,0.0
182,182,0x09b74ec6c24b1938ea1771fa6a1655f9b433fd7e4488c5636b90f7f4b5562147,0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3.2,18.0,WETH,0x09b74ec6c24b1938ea1771fa6a1655f9b433fd7e4488c5636b90f7f4b5562147,187323,158707,23231439615,1652003899,14735397,0x00691534CCf88C21DD7DC1f2293b2f13A23177fF,0xE927fd5e0aba039BE7805A3a7a6f39820e38BE98,0x1111111254fb6c44bac0bed2854e76f90643097d,0x0000000000000000000000000000000000000000000000002c68af0bb1400000,0x6a761202,10,400,0x2e95b6c8,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002c68af0bb140000000000000000000000000000000000000000000000000000000000001e42159360000000000000000000000000000000000000000000000000000000000000080000000000000000000000000000000000000000000000000000000000000000100000000000000003b6d03400d4a11d5eeaac28ec3f61d100daf4d40471f185265575cda,08-05-2022,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2_08-05-2022,0.0,0.0
183,183,0xec254d345c075e73958fa6b8e8f901a3d9ba05dd585296f194cc1377f538f064,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,57148.064296,6.0,USDT,0xec254d345c075e73958fa6b8e8f901a3d9ba05dd585296f194cc1377f538f064,163454,141554,17985847343,1652004711,14735464,0xe53ecA73fC23b395d4a6A5C652202923A7d0b240,0xd30C22D201f1a8c170F79B4735ba59b5968749A2,0x1111111254fb6c44bac0bed2854e76f90643097d,0x00000000000000000000000000000000000000000000000136dcc951d8c00000,0x6a761202,10,912,0xd0a3b665,8000000000000000000000000000000000000000627797c9000000000002ee22000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000b3c839dbde6b96d37c56ee4f9dad3390d49310aa00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000d51b244c9000000000000000000000000000000000000000000000001372c5e0043b800000000000000000000000000000000000000000000000000000000000000000140000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136dcc951d8c0000000000000000000000000000000000000000000000000000000000000000000451cc726433f589f5637c4e5265cdae685134403e62bf188fdb18cd29d49de65ccd0707b4bc43f72e4d2411c1f7bc3f4c51742b3f4c1b16951c0224ddb926b6756216277975100000000000000000000000000000000000000000000000000000065575cda,08-05-2022,0xdAC17F958D2ee523a2206206994597C13D831ec7_08-05-2022,0.0,0.0
184,184,0x0550e77c33a2dd9a53262f61d77d9d05c18ed986edc9b65f01cdd87a54657a2f,0,0x028171bCA77440897B824Ca71D1c56caC55b68A3,10.939687058187053,18.0,aDAI,0x0550e77c33a2dd9a53262f61d77d9d05c18ed986edc9b65f01cdd87a54657a2f,317556,302171,16000000000,1652005880,14735549,0x634905a44940130053d4C042dCfa7Cf314B6F9dC,0x93a59789184263B30d3ad0580533e9D7CD4F4594,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0x0000000000000000000000000000000000000000000000000000000000000000,0x6a761202,10,264,0x573ade81,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f0000000000000000000000000000000000000000000009513ea9de0243800000000000000000000000000000000000000000000000000000000000000000000200000000000000000000000093a59789184263b30d3ad0580533e9d7cd4f4594,08-05-2022,0x028171bCA77440897B824Ca71D1c56caC55b68A3_08-05-2022,0.0,0.0
185,185,0x43946d0c275c3c119defaa80d9727783ce274c778c1054247a92972dcbeb75a6,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,30767.140489,6.0,USDT,0x43946d0c275c3c119defaa80d9727783ce274c778c1054247a92972dcbeb75a6,180842,155494,24077626533,1652006534,14735600,0xe53ecA73fC23b395d4a6A5C652202923A7d0b240,0xd30C22D201f1a8c170F79B4735ba59b5968749A2,0x1111111254fb6c44bac0bed2854e76f90643097d,0x000000000000000000000000000000000000000000000000a6d1756efe306000,0x6a761202,10,336,0xe449022e,000000000000000000000000000000000000000000000000a6d1756efe30600000000000000000000000000000000000000000000000000000000007211312e70000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000140000000000000000000000011b815efb8f581194ae79006d24e0d814b7697f665575cda,08-05-2022,0xdAC17F958D2ee523a2206206994597C13D831ec7_08-05-2022,0.0,0.0
186,186,0xf69d83cc10b0d1a78dbcdf6e230711d178257ab7a133878ef9cc758d2b73042e,0,0x028171bCA77440897B824Ca71D1c56caC55b68A3,185.22142844787618,18.0,aDAI,0xf69d83cc10b0d1a78dbcdf6e230711d178257ab7a133878ef9cc758d2b73042e,359773,307793,25225892328,1652008798,14735771,0x3CBE564faE0c2e6E08813157CA7e5E80a2B1c62F,0xa31b3F595864791059f2f484e93022333787afc7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0x0000000000000000000000000000000000000000000000000000000000000000,0x6a761202,10,264,0x573ade81,0000000000000000000000006b175474e89094c44da98b954eedeac495271d0fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000000000000000000000000000000000000000000000000002000000000000000000000000a31b3f595864791059f2f484e93022333787afc7,08-05-2022,0x028171bCA77440897B824Ca71D1c56caC55b68A3_08-05-2022,0.0,0.0
187,187,0x86ae3fe639b2a640524cc3ef6b4dc54d687a159870ac8387478d461211283b86,0,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,351.09924144010677,18.0,stETH,0x86ae3fe639b2a640524cc3ef6b4dc54d687a159870ac8387478d461211283b86,325646,267146,22174030743,1652008907,14735779,0x3CBE564faE0c2e6E08813157CA7e5E80a2B1c62F,0xa31b3F595864791059f2f484e93022333787afc7,0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,0x0000000000000000000000000000000000000000000000000000000000000000,0x6a761202,10,200,0x69328dec,000000000000000000000000ae7ab96520de3a18e5e111b5eaab095312d7fe84ffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff000000000000000000000000a31b3f595864791059f2f484e93022333787afc7,08-05-2022,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84_08-05-2022,0.0,0.0
188,188,0x11d7da5429f0a3eb15876bc66afe619ac6ea339d654f794f77edbaaecbe081a3,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,10391.199283,6.0,USDT,0x11d7da5429f0a3eb15876bc66afe619ac6ea339d654f794f77edbaaecbe081a3,180835,146874,15484594652,1652010174,14735877,0xA6C9B30b3464d575e721f40e3bDeAf6568d82165,0x8fE1dAD3D03ff855151F494682aBa9e28d7dC139,0x1111111254fb6c44bac0bed2854e76f90643097d,0x00000000000000000000000000000000000000000000000038282e7cb70e27fc,0x6a761202,10,336,0xe449022e,00000000000000000000000000000000000000000000000038282e7cb70e27fc00000000000000000000000000000000000000000000000000000002685fd74d0000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000140000000000000000000000011b815efb8f581194ae79006d24e0d814b7697f665575cda,08-05-2022,0xdAC17F958D2ee523a2206206994597C13D831ec7_08-05-2022,0.0,0.0
189,189,0xc56021746b9b05a9b4e437a00d127f8e9d8688a32ab825f55edcd7e4e30da0c2,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,12821.841316,6.0,USDT,0xc56021746b9b05a9b4e437a00d127f8e9d8688a32ab825f55edcd7e4e30da0c2,180840,149684,17206829728,1652010526,14735908,0xA6C9B30b3464d575e721f40e3bDeAf6568d82165,0x8fE1dAD3D03ff855151F494682aBa9e28d7dC139,0x1111111254fb6c44bac0bed2854e76f90643097d,0x0000000000000000000000000000000000000000000000004566e60909889e48,0x6a761202,10,336,0xe449022e,0000000000000000000000000000000000000000000000004566e60909889e4800000000000000000000000000000000000000000000000000000002f8bf042a0000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000140000000000000000000000011b815efb8f581194ae79006d24e0d814b7697f665575cda,08-05-2022,0xdAC17F958D2ee523a2206206994597C13D831ec7_08-05-2022,0.0,0.0
190,190,0xa3ed03ced722736798feeb22d2def8aab2d9722597f1dcf71203daa05ef95dff,0,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0.02469044,8.0,WBTC,0xa3ed03ced722736798feeb22d2def8aab2d9722597f1dcf71203daa05ef95dff,335230,231950,30557962402,1652011620,14735983,0x020F9caD92570a9F2276E5fbaeb4C11241B78F8C,0xB00c2eE51e800E3997f58BD17a2Ca993d1cB0433,0xc36442b4a4522e871399cd717abdd847ab11fe88,0x0000000000000000000000000000000000000000000000000000000000000000,0x6a761202,10,1288,0xac9650d8,000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000030000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000012000000000000000000000000000000000000000000000000000000000000001a00000000000000000000000000000000000000000000000000000000000000084fc6f7865000000000000000000000000000000000000000000000000000000000001c53a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000ffffffffffffffffffffffffffffffff00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004449404b7c00000000000000000000000000000000000000000000000004e12392c9a05f3f000000000000000000000000b00c2ee51e800e3997f58bd17a2ca993d1cb0433000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000064df2ab5bb0000000000000000000000002260fac5e5542a773aa44fbcfedf7c193bc2c599000000000000000000000000000000000000000000000000000000000025ac9e000000000000000000000000b00c2ee51e800e3997f58bd17a2ca993d1cb043300000000000000000000000000000000000000000000000000000000,08-05-2022,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599_08-05-2022,0.0,0.0
191,191,0x17f86d090ffe8039387fb62de62da6cc58122bf73a45e58eb351adbb7b74ef7d,0,0x15b7c0c907e4C6b9AdaAaabC300C08991D6CEA05,6981.610631347603,18.0,GEL,0x17f86d090ffe8039387fb62de62da6cc58122bf73a45e58eb351adbb7b74ef7d,208514,162643,28368942509,1652012143,14736016,0xc22284A863e08e9e1EB2Ca5A0849A2306b62a2b5,0x07F765bb84433fd7877961188017F72b7fB81B18,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x0000000000000000000000000000000000000000000000001bc16d674ec80000,0x6a761202,10,840,0x5ae401dc,000000000000000000000000000000000000000000000000000000006277ba6500000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e404e45aaf000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc200000000000000000000000015b7c0c907e4c6b9adaaaabc300c08991d6cea05000000000000000000000000000000000000000000000000000000000000271000000000000000000000000007f765bb84433fd7877961188017f72b7fb81b180000000000000000000000000000000000000000000000001bc16d674ec8000000000000000000000000000000000000000000000000017897464755e4620e8a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,08-05-2022,0x15b7c0c907e4C6b9AdaAaabC300C08991D6CEA05_08-05-2022,0.0,0.0
192,192,0x7443923ecd98e3505c77cb7f5d3d113a912065522d22faf83dd7981928278804,0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,9.2,18.0,WETH,0x7443923ecd98e3505c77cb7f5d3d113a912065522d22faf83dd7981928278804,460402,370600,24634322173,1652012335,14736034,0xf5b6046E006408A2F9f4e7ef4e7Aa1a0FA10a8C1,0x2cc7362f693152FD7ad3eDd3F3165fee6dd3687E,0x1111111254fb6c44bac0bed2854e76f90643097d,0x0000000000000000000000000000000000000000000000007facf7419d980000,0x6a761202,10,9168,0x7c025200,000000000000000000000000220bda5c8994804ac96ebe4df184d25e5c2196d400000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000180000000000000000000000000eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000220bda5c8994804ac96ebe4df184d25e5c2196d40000000000000000000000002cc7362f693152fd7ad3edd3f3165fee6dd3687e0000000000000000000000000000000000000000000000007facf7419d980000000000000000000000000000000000000000000000000000000000057de7a9b800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010400000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000c00000000000000000000000000000000000000000000000000000000000000160000000000000000000000000000000000000000000000000000000000000024000000000000000000000000000000000000000000000000000000000000004600000000000000000000000000000000000000000000000000000000000000b000000000000000000000000000000000000000000000000000000000000000de0000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc20000000000000000000000000000000000000000000000007facf7419d98000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000004d0e30db000000000000000000000000000000000000000000000000000000000000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000044a9059cbb000000000000000000000000cc12532e95c2a6a4c53af153b9b739a3cc9218a70000000000000000000000000000000000000000000000007facf7419d98000000000000000000000000000000000000000000000000000000000000800000000000000000000000cc12532e95c2a6a4c53af153b9b739a3cc9218a70000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000001842b651a6c000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb480000000000000000000000000000000000000000000000007facf7419d9800000000000000000000000000000000000000000000000000000000000584ceabd9000000000000000000000000000000000000000000000000000000006277b567000000000000000000000000220bda5c8994804ac96ebe4df184d25e5c2196d4000000000000000000000000000000000000000000000000000000000000001c305894c3a1bb9312c15456b593507e1508681e135f3175401465e0ed4e3f1e7f7247079ec7c44dad83b83a54edd8fb09ef5d0222bbf7be0a425c742aef3964100000000000000000000000000000000000000000000000000000000000000140000000000000000000000000000000000000000000000000000000000000002031494e4348000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000604df92bd0800000000000000000000000000000000000000000000000000000000000000800000000000000000000000000000000000000000000000000000000000000500000000000000000000000000220bda5c8994804ac96ebe4df184d25e5c2196d400000000000000000000000000000000000000000000000000000000000005600000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000001408000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000064eb5625d9000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000000000000000000079cdfd7bc46d577b95ed92bcdc8ababa1844af0c00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000080000000000000000000000079cdfd7bc46d577b95ed92bcdc8ababa1844af0c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000002841e9a2e9200000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e8a8700fafd46cbe81aa983d180fe2ee89d3e4010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220bda5c8994804ac96ebe4df184d25e5c2196d40000000000000000000000002cc7362f693152fd7ad3edd3f3165fee6dd3687e000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec700000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000584ceabd80000000000000000000000000000000000000000000000000000000584f843aa0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006277b5b500000000000000000000000000000000000000000000000000000180a39b83c00267616e64616c6674686562726f776e67786d786e69001145349bc0677d000000000000000000000000000000000000000000000000000000000000000001e000000000000000000000000000000000000000000000000000000000000000410b3e38ea0e5b952f25501e89250ffb2e38c6d109e4755f63c60b375e58b7ba5f15598637c085e2cf079a2970daddc1c4cb923695e0605ea28eb14a1d82483d291c00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002800000000000000000000000000000000000000000000000000000000000004480000000000000000000000000000000000000000000000000000000000001040000000000000000000000000000000000000000000000000000000000000064ec77bbdb000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000000000000000000000000032000000000000000000000000000000320000000000000000000000000000000000000000000000000000000584ceabd80000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000024432ce0a7c00000000000000000000000000000000000000000000000000000000000000808000000000000000000000000000000000000000000000000000000000000044000000000000000000000000220bda5c8994804ac96ebe4df184d25e5c2196d400000000000000000000000000000000000000000000000000000000000001c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000a405971224000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004470bdb947000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec70000000000000000000000000000000000000000000000000000000584f843a90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000060000000000000000000000000000000000000000000000000000000000000018414284aab00000000000000000000000000000000000000000000000000000000000000808000000000000000000000000000000000000000000000000000000000000044000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec700000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000600000000000000000000000000000000000000000000000000000000000000064d1660f99000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec70000000000000000000000001111111254fb6c44bac0bed2854e76f90643097d0000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000065575cda,08-05-2022,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2_08-05-2022,0.0,0.0
193,193,0xfda161d1ea03e41ce69318fab29d549438bc6a86fcff7172d52cf6cca6d9cad2,0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,51374.056741,6.0,USDC,0xfda161d1ea03e41ce69318fab29d549438bc6a86fcff7172d52cf6cca6d9cad2,213769,185216,29836353361,1652012476,14736041,0x3fa821E3cFB7AF05aFd94fe13cDE71f28d0F310c,0x12aF77B4b079807e9F34dFf46937779F5d52Eb06,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x000000000000000000000000000000000000000000000001158e460913d00000,0x6a761202,10,840,0x5ae401dc,000000000000000000000000000000000000000000000000000000006277bc5600000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e404e45aaf000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000000000000000000000000000000000000000000000000000000001f400000000000000000000000012af77b4b079807e9f34dff46937779f5d52eb06000000000000000000000000000000000000000000000001158e460913d000000000000000000000000000000000000000000000000000000000000be9014db9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,08-05-2022,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48_08-05-2022,0.0,0.0
194,194,0x15cab1dec302ecd13113cb750ec2c7d77c2c211a4240b33f38ed571c417df107,0,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,0.02547042,8.0,renBTC,0x15cab1dec302ecd13113cb750ec2c7d77c2c211a4240b33f38ed571c417df107,274194,202858,23500936696,1652012796,14736062,0x020F9caD92570a9F2276E5fbaeb4C11241B78F8C,0xB00c2eE51e800E3997f58BD17a2Ca993d1cB0433,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x00000000000000000000000000000000000000000000000004cad3608adb0321,0x6a761202,10,840,0x5ae401dc,000000000000000000000000000000000000000000000000000000006277bb4f00000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e404e45aaf000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000eb4c2781e4eba804ce9a9803c67d0893436bb27d0000000000000000000000000000000000000000000000000000000000000bb8000000000000000000000000b00c2ee51e800e3997f58bd17a2ca993d1cb043300000000000000000000000000000000000000000000000004cad3608adb0321000000000000000000000000000000000000000000000000000000000026739a000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,08-05-2022,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D_08-05-2022,0.0,0.0
195,195,0x947a47cad4eb6bc766abf48a7d7824d1c2a76488e40fc360e0d4d8c2d099740e,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,51146.227369,6.0,USDT,0x947a47cad4eb6bc766abf48a7d7824d1c2a76488e40fc360e0d4d8c2d099740e,301520,249914,20190856372,1652013578,14736127,0x3fa821E3cFB7AF05aFd94fe13cDE71f28d0F310c,0x12aF77B4b079807e9F34dFf46937779F5d52Eb06,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x000000000000000000000000000000000000000000000001158e460913d00000,0x6a761202,10,968,0x5ae401dc,000000000000000000000000000000000000000000000000000000006277bff30000000000000000000000000000000000000000000000000000000000000040000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000124b858183f0000000000000000000000000000000000000000000000000000000000000020000000000000000000000000000000000000000000000000000000000000008000000000000000000000000012af77b4b079807e9f34dff46937779f5d52eb06000000000000000000000000000000000000000000000001158e460913d000000000000000000000000000000000000000000000000000000000000bdc605e1e0000000000000000000000000000000000000000000000000000000000000042c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000bb8dac17f958d2ee523a2206206994597c13d831ec7000064a0b86991c6218b36c1d19d4a2e9eb0ce3606eb4800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,08-05-2022,0xdAC17F958D2ee523a2206206994597C13D831ec7_08-05-2022,0.0,0.0
196,196,0xf89773712960fcaef0e8d4b43464d63442bbc1f87c96cd870cb2af3739377f0b,0,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,0.01,8.0,renBTC,0xf89773712960fcaef0e8d4b43464d63442bbc1f87c96cd870cb2af3739377f0b,218180,175203,20000000000,1652013603,14736129,0x020F9caD92570a9F2276E5fbaeb4C11241B78F8C,0xB00c2eE51e800E3997f58BD17a2Ca993d1cB0433,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x0000000000000000000000000000000000000000000000000000000000000000,0x6a761202,10,840,0x5ae401dc,000000000000000000000000000000000000000000000000000000006277c0a500000000000000000000000000000000000000000000000000000000000000400000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000000000e45023b4df0000000000000000000000002260fac5e5542a773aa44fbcfedf7c193bc2c599000000000000000000000000eb4c2781e4eba804ce9a9803c67d0893436bb27d00000000000000000000000000000000000000000000000000000000000001f4000000000000000000000000b00c2ee51e800e3997f58bd17a2ca993d1cb043300000000000000000000000000000000000000000000000000000000000f424000000000000000000000000000000000000000000000000000000000000f919e000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,08-05-2022,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D_08-05-2022,0.0,0.0
197,197,0x254e1dd4a9f6e71980957e96abc8614a3044c2b9df1b5508734341634ed1f722,0,0xdAC17F958D2ee523a2206206994597C13D831ec7,69479.913336,6.0,USDT,0x254e1dd4a9f6e71980957e96abc8614a3044c2b9df1b5508734341634ed1f722,180958,158666,22294230208,1652013652,14736133,0xe53ecA73fC23b395d4a6A5C652202923A7d0b240,0xd30C22D201f1a8c170F79B4735ba59b5968749A2,0x1111111254fb6c44bac0bed2854e76f90643097d,0x0000000000000000000000000000000000000000000000017979cfe362a00000,0x6a761202,10,912,0xd0a3b665,80000000000000000000000000000000000000006277bab5000000000002ef22000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7000000000000000000000000c02aaa39b223fe8d0a0e5c4f27ead9083c756cc2000000000000000000000000b3c839dbde6b96d37c56ee4f9dad3390d49310aa0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103177856200000000000000000000000000000000000000000000000179da7224e4840000000000000000000000000000000000000000000000000000000000000000014000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017979cfe362a0000000000000000000000000000000000000000000000000000000000000000000451c13bfcb101912a30b4a33a596940f529b51e4f96781123c73bbdde440b5c62ba00b454cbe49673ec9a39ed0bfb309486c429097e60337ddcb1c03acb7b7f020f46277ba3d00000000000000000000000000000000000000000000000000000065575cda,08-05-2022,0xdAC17F958D2ee523a2206206994597C13D831ec7_08-05-2022,0.0,0.0
