,txHash,gasLimit,gasUsed,gasPrice,timestamp,blockNumber,from,to,_setToken,_sellComponent,_buyComponent,_exchangeAdapter,_executor,_netAmountSold,_netAmountReceived,_protocolFee,datetime,sellDecimals,sellSymbol,tokenAddress_y,buyDecimals,buySymbol,uniquePriceQueriesPK,approxUSDNotional_y,approxUSDNotional,_setTokenSymbol
10,0x88c7e5813946f979df4d3da868440716d6be04ffe02de6a7f54f71f9ced78327,750000,365603,38000000000,1627941700,12948499,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13.770145799554552,3761.78,0,02-08-2021,18,WETH,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,18,SNX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,35164.210731226856,DPI
11,0xb045bc492c40f874178bb28ebdce880cfbc95fff136cdcbfbad7818ec54612b5,750000,308474,41000000000,1627941714,12948502,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,53.03041684793452,16421.707983688822,0,02-08-2021,18,WETH,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18,SUSHI,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,135421.42402485642,DPI
12,0xcaf02cc7d9c29ab5814a122cca11ac8cb43a91c627f05786a3e922c0d8293ff6,750000,357784,43500000000,1627941774,12948504,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc00e94cb662c3520282e6f5717214004a7f26888,0x480bc4791fb4b40ad171a706d73e36cb8954dd0c,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,15.148142335092103,96.09469328294222,0,02-08-2021,18,WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,18,COMP,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,38683.139380777575,DPI
13,0x7969b318571fc9070bb904f4d5b5717ca000ced6cc6c2e9e4b1e8d42eb9d9691,750000,377964,47000000000,1627941822,12948506,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0x031a90be7f519af6f49c8cbaaa44e4ff806bea30,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,4.853987408167423,66.19,0,02-08-2021,18,WETH,0x2ba592f78db6436527729929aaf6c908497cb200,18,CREAM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,12395.412408272572,DPI
14,0x7d50a013e1aba64c85c4de70c10996cfd61ff5bf399cb5f539f3268fdfde776d,750000,307428,44000000000,1627941847,12948509,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1.3575762452295528,16.17,0,02-08-2021,18,WETH,0xa0246c9032bc3a600820415ae600c6388619a14d,18,FARM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,3466.7822596696087,DPI
15,0x9db1fc2aabbf26b201d716690b41a2e40745d2b5a87d1ba18d5ba6fc54c12db1,750000,299874,42000000000,1627941862,12948511,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x480bc4791fb4b40ad171a706d73e36cb8954dd0c,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,11.354720989496276,12.729972439715734,0,02-08-2021,18,MKR,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2_02-08-2021,2920.7134969181716,33163.88684776183,DPI
16,0xc6c1c8be85eec7a1890e7504a7c2785cf071c8e145b732dbf6873c6a9c88a8b2,750000,327985,40000000000,1627943881,12948666,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe5bf6376959b4b1bc0812c466c30f683e0c7af09,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,9898.20694743298,6.027470108516527,0,02-08-2021,18,KNC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202_02-08-2021,1.5552041447139051,15393.732469883742,DPI
17,0xf1d8bdb165c9a9d21f0b01b31389accd6180163c91c2079e9f56653fdccddaa6,750000,289848,40000000000,1627943920,12948668,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0x408e41876cccdc0f92210600ef50372656052a38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10522.641484643002,1.7409566710022182,0,02-08-2021,18,REN,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,0x408e41876cccdc0f92210600ef50372656052a38_02-08-2021,0.43425391095832777,4569.4982183185675,DPI
18,0x97242561f1725ac9a09dbb845fbd82d4b6a886d178f16f494ac6540001ea852e,750000,286058,44800001604,1627943947,12948671,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326.19,1.5587510966390918,0,02-08-2021,18,LRC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd_02-08-2021,0.2496904781547811,4076.4941875458057,DPI
19,0x9964c99cf6bdcd0dfedecf1e15bedbf7cf8b02287359bbb433514b7c514c0878,750000,454759,39000000000,1627943984,12948675,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10.27288571237098,2491.26,0,02-08-2021,18,WETH,0x3472a5a71965499acd81997a54bba8d852c6e53d,18,BADGER,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,26233.412722420726,DPI
20,0x929d0297e59c213d049183c30267052e02dd71cd5c6e8ec66ca72f13d196ebc6,750000,348503,41000000000,1627944027,12948677,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13.891454309354732,3761.78,0,02-08-2021,18,WETH,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,18,SNX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,35473.99089363027,DPI
21,0x42dc247d668c9fdd8662b91109d7db6bf20eb328dbb94597b3b5c09e7a627415,750000,298096,41800001604,1627944060,12948680,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,2.1593127069820164,30.0,0,02-08-2021,18,WETH,0x2ba592f78db6436527729929aaf6c908497cb200,18,CREAM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,5514.1411113735485,DPI
22,0xbfc23ebb9687160267e7564a9d6944c4f6ba82fe31ad943febb3f76716de91b1,750000,290328,41800001604,1627944098,12948683,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1.3487485871387423,16.17,0,02-08-2021,18,WETH,0xa0246c9032bc3a600820415ae600c6388619a14d,18,FARM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,3444.239460639949,DPI
23,0xecef3e0a4e529aee0b3b42fa699133cc6ecb004816ba95cf75c2958ea5030744,750000,286058,36000000000,1627944880,12948744,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326.19,1.5632994238578455,0,02-08-2021,18,LRC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd_02-08-2021,0.2496904781547811,4076.4941875458057,DPI
24,0x1b78dd3aea478dbe20acd786f71d5831a89a9182c12434d06bc0f3d450d78237,750000,456759,38500000000,1627944906,12948746,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10.325497449014664,2491.26,0,02-08-2021,18,WETH,0x3472a5a71965499acd81997a54bba8d852c6e53d,18,BADGER,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,26367.764981373144,DPI
25,0xcb261263acdeb89dbc256e69e76c402ff6bb9e4ec63c2aa9a87e6f06eb2da91f,750000,348503,36000000000,1627944960,12948752,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13.866136481305341,3761.78,0,02-08-2021,18,WETH,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,18,SNX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,35409.33787878604,DPI
26,0xd14ee631b949a29f5a3cbe23d8e79931487010b30ca789cafbfd128c703e2bb8,750000,298096,38500000000,1627944974,12948753,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,2.18104224060165,30.0,0,02-08-2021,18,WETH,0x2ba592f78db6436527729929aaf6c908497cb200,18,CREAM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,5569.63085784499,DPI
27,0x0405b025de5093d687c3d33f9b9bc41a5d4924fe9fe254021f558c9d2ad508a5,750000,290328,41800000000,1627945004,12948754,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1.3599930721982363,16.17,0,02-08-2021,18,WETH,0xa0246c9032bc3a600820415ae600c6388619a14d,18,FARM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_02-08-2021,2553.6556579062785,3472.954003532368,DPI
28,0x01bcd8f70c020099518bbab30f95c57605cab2227ac248f476fef1b94aec572d,750000,275642,46090000000,1627945911,12948826,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326.19,1.5633030767626552,0,03-08-2021,18,LRC,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd_03-08-2021,0.25333936724609946,4136.066644139597,DPI
29,0xc66b39b14b577c9122c96df432ad243d9fbad37d10b1c2ad399c7abf1ffd0671,750000,456759,48400000000,1627945983,12948829,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10.351484734508071,2491.26,0,03-08-2021,18,WETH,0x3472a5a71965499acd81997a54bba8d852c6e53d,18,BADGER,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_03-08-2021,2620.028710364832,27121.187199314427,DPI
30,0xa30dfedb473b19867c4dd116a5cc059de428a4a37ac8898bdf3d0f9d495b41c5,750000,348503,49000000000,1627945994,12948830,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13.935600494212013,3761.78,0,03-08-2021,18,WETH,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,18,SNX,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_03-08-2021,2620.028710364832,36511.67339100981,DPI
31,0x5d512f1a6c58ebdccef9746002818a8bab4c602ad6e564793b8d141b0bc96974,750000,298109,49195100000,1627946055,12948833,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1.605759520755514,22.46806261077173,0,03-08-2021,18,WETH,0x2ba592f78db6436527729929aaf6c908497cb200,18,CREAM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_03-08-2021,2620.028710364832,4207.13604632112,DPI
32,0x3387a4bd344502a51ea21a4aca7b8dfac6ae3de02cc3b244601f73dd8ef9d2c3,750000,290341,49000000000,1627946062,12948834,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,0.3732708109858577,4.409804834460283,0,03-08-2021,18,WETH,0xa0246c9032bc3a600820415ae600c6388619a14d,18,FARM,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2_03-08-2021,2620.028710364832,977.9802415241116,DPI
