,txHash,gasLimit,gasUsed,gasPrice,timestamp,blockNumber,from,to,_setToken,_sellComponent,_buyComponent,_exchangeAdapter,_executor,_netAmountSold,_netAmountReceived,_protocolFee,datetime
10,0x88c7e5813946f979df4d3da868440716d6be04ffe02de6a7f54f71f9ced78327,750000,365603,38000000000,1627941700,12948499,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13770145799554551839,3761780000000000000000,0,2021-08-02 23:01:40.000
11,0xb045bc492c40f874178bb28ebdce880cfbc95fff136cdcbfbad7818ec54612b5,750000,308474,41000000000,1627941714,12948502,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,53030416847934516119,16421707983688820712198,0,2021-08-02 23:01:54.000
12,0xcaf02cc7d9c29ab5814a122cca11ac8cb43a91c627f05786a3e922c0d8293ff6,750000,357784,43500000000,1627941774,12948504,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc00e94cb662c3520282e6f5717214004a7f26888,0x480bc4791fb4b40ad171a706d73e36cb8954dd0c,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,15148142335092103590,96094693282942220075,0,2021-08-02 23:02:54.000
13,0x7969b318571fc9070bb904f4d5b5717ca000ced6cc6c2e9e4b1e8d42eb9d9691,750000,377964,47000000000,1627941822,12948506,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0x031a90be7f519af6f49c8cbaaa44e4ff806bea30,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,4853987408167422655,66190000000000000000,0,2021-08-02 23:03:42.000
14,0x7d50a013e1aba64c85c4de70c10996cfd61ff5bf399cb5f539f3268fdfde776d,750000,307428,44000000000,1627941847,12948509,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1357576245229552734,16170000000000000000,0,2021-08-02 23:04:07.000
15,0x9db1fc2aabbf26b201d716690b41a2e40745d2b5a87d1ba18d5ba6fc54c12db1,750000,299874,42000000000,1627941862,12948511,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x480bc4791fb4b40ad171a706d73e36cb8954dd0c,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,11354720989496274730,12729972439715734328,0,2021-08-02 23:04:22.000
16,0xc6c1c8be85eec7a1890e7504a7c2785cf071c8e145b732dbf6873c6a9c88a8b2,750000,327985,40000000000,1627943881,12948666,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xdefa4e8a7bcba345f687a2f1456f5edd9ce97202,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe5bf6376959b4b1bc0812c466c30f683e0c7af09,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,9898206947432979429311,6027470108516527074,0,2021-08-02 23:38:01.000
17,0xf1d8bdb165c9a9d21f0b01b31389accd6180163c91c2079e9f56653fdccddaa6,750000,289848,40000000000,1627943920,12948668,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0x408e41876cccdc0f92210600ef50372656052a38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10522641484643002187043,1740956671002218273,0,2021-08-02 23:38:40.000
18,0x97242561f1725ac9a09dbb845fbd82d4b6a886d178f16f494ac6540001ea852e,750000,286058,44800001604,1627943947,12948671,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326190000000000000000,1558751096639091877,0,2021-08-02 23:39:07.000
19,0x9964c99cf6bdcd0dfedecf1e15bedbf7cf8b02287359bbb433514b7c514c0878,750000,454759,39000000000,1627943984,12948675,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10272885712370980761,2491260000000000000000,0,2021-08-02 23:39:44.000
20,0x929d0297e59c213d049183c30267052e02dd71cd5c6e8ec66ca72f13d196ebc6,750000,348503,41000000000,1627944027,12948677,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13891454309354731330,3761780000000000000000,0,2021-08-02 23:40:27.000
21,0x42dc247d668c9fdd8662b91109d7db6bf20eb328dbb94597b3b5c09e7a627415,750000,298096,41800001604,1627944060,12948680,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,2159312706982016258,30000000000000000000,0,2021-08-02 23:41:00.000
22,0xbfc23ebb9687160267e7564a9d6944c4f6ba82fe31ad943febb3f76716de91b1,750000,290328,41800001604,1627944098,12948683,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1348748587138742450,16170000000000000000,0,2021-08-02 23:41:38.000
23,0xecef3e0a4e529aee0b3b42fa699133cc6ecb004816ba95cf75c2958ea5030744,750000,286058,36000000000,1627944880,12948744,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326190000000000000000,1563299423857845396,0,2021-08-02 23:54:40.000
24,0x1b78dd3aea478dbe20acd786f71d5831a89a9182c12434d06bc0f3d450d78237,750000,456759,38500000000,1627944906,12948746,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10325497449014664717,2491260000000000000000,0,2021-08-02 23:55:06.000
25,0xcb261263acdeb89dbc256e69e76c402ff6bb9e4ec63c2aa9a87e6f06eb2da91f,750000,348503,36000000000,1627944960,12948752,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13866136481305341490,3761780000000000000000,0,2021-08-02 23:56:00.000
26,0xd14ee631b949a29f5a3cbe23d8e79931487010b30ca789cafbfd128c703e2bb8,750000,298096,38500000000,1627944974,12948753,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,2181042240601649958,30000000000000000000,0,2021-08-02 23:56:14.000
27,0x0405b025de5093d687c3d33f9b9bc41a5d4924fe9fe254021f558c9d2ad508a5,750000,290328,41800000000,1627945004,12948754,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1359993072198236277,16170000000000000000,0,2021-08-02 23:56:44.000
28,0x01bcd8f70c020099518bbab30f95c57605cab2227ac248f476fef1b94aec572d,750000,275642,46090000000,1627945911,12948826,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326190000000000000000,1563303076762655319,0,2021-08-03 00:11:51.000
29,0xc66b39b14b577c9122c96df432ad243d9fbad37d10b1c2ad399c7abf1ffd0671,750000,456759,48400000000,1627945983,12948829,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10351484734508072210,2491260000000000000000,0,2021-08-03 00:13:03.000
30,0xa30dfedb473b19867c4dd116a5cc059de428a4a37ac8898bdf3d0f9d495b41c5,750000,348503,49000000000,1627945994,12948830,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13935600494212013489,3761780000000000000000,0,2021-08-03 00:13:14.000
31,0x5d512f1a6c58ebdccef9746002818a8bab4c602ad6e564793b8d141b0bc96974,750000,298109,49195100000,1627946055,12948833,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2ba592f78db6436527729929aaf6c908497cb200,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1605759520755513924,22468062610771732362,0,2021-08-03 00:14:15.000
32,0x3387a4bd344502a51ea21a4aca7b8dfac6ae3de02cc3b244601f73dd8ef9d2c3,750000,290341,49000000000,1627946062,12948834,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0246c9032bc3a600820415ae600c6388619a14d,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,373270810985857689,4409804834460283639,0,2021-08-03 00:14:22.000
33,0xb1ae9e55cdf88e71e8624ec11b1493aed0d62833bdbdc82d01ac5edaca09ed92,750000,286058,46000000000,1627947004,12948904,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,16326190000000000000000,1566090231867499570,0,2021-08-03 00:30:04.000
34,0xe3ccf109745a171e0d869dc6fc5d13d3f8ed05a00bb39aecdc1cbeb414ee15f8,750000,456759,46000000000,1627947064,12948908,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10402999370078085583,2491260000000000000000,0,2021-08-03 00:31:04.000
35,0x448f9827b1cc306bf3faba2376d8dd63ac113fe576934d0664ba882cf23d41ac,750000,348503,46000000000,1627947095,12948910,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13905371755802698219,3761780000000000000000,0,2021-08-03 00:31:35.000
36,0x20675d4729f347f35fed1f1306c0b585b9fa0c96df5a351fd2e59bc8c238f9e6,750000,286071,38000000000,1627952925,12949362,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x0d4406736a8e336966f09811acb9e035bfd85a33,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,1542130324765623715560,148668938260394375,0,2021-08-03 02:08:45.000
37,0x59a98aa58681d527b9aca16bb23550845070e4d14e2157dc8f6bdb05e851e0c4,750000,456759,41000000000,1627952966,12949364,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10398852604170406721,2491260000000000000000,0,2021-08-03 02:09:26.000
38,0x29f3824e0c36122adf3627d2d3541606c52b40f12f750572dbd7f9e43614ba9c,750000,335143,43000000000,1627953062,12949367,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13768990170907211291,3761780000000000000000,0,2021-08-03 02:11:02.000
39,0xc549a917059364dd101292d03672f954ca84c597f715263089e7d5c8afb68fe0,750000,456759,52000000000,1627953997,12949438,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10423389717369844114,2491260000000000000000,0,2021-08-03 02:26:37.000
40,0x176fed6ebaad70ef53c5e579b5c43d2cefb9f5208ee8e783158c5bc8a6aafd73,750000,348503,48000000000,1627954026,12949441,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13718151185781925082,3761780000000000000000,0,2021-08-03 02:27:06.000
41,0x1fd1e58233672c24a8473f5bd5ae053f8f49043caca99adff96083582eab3477,750000,456759,49000000000,1627954933,12949510,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3472a5a71965499acd81997a54bba8d852c6e53d,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,10459900912669284126,2491260000000000000000,0,2021-08-03 02:42:13.000
42,0x8953d3135f5c3002225606b46c458f8dcce27ad3c3b3faed38521002322c177c,750000,348503,42900000000,1627955042,12949517,0x69Bdb276A17Dd90F9D3A545944CCB20E593ae8E3,0x84cE03AE547330f61584aD6103743732B1AE97C5,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,0xbfad1987608a38bfa0fe4c5510c1af834ae21379,0x69bdb276a17dd90f9d3a545944ccb20e593ae8e3,13723808884704586370,3761780000000000000000,0,2021-08-03 02:44:02.000
