,Unnamed: 0.1,Unnamed: 0,txHash,_borrower,_token,amount,fee,gasLimit,gasUsed,gasPrice,timestamp,blockNumber,from,to,poolVersion,_tokenSymbol,_tokenDecimals,address,name,type,datetime,mark_x,nominalAmountBorrowed, dollarAmountBorrowed ,feeDecoded,borrowedAsset,transferSize,borrowedAssetSymbol,pnl,mark_y,overBorrowed,transfersRecordedInBorrowedAsset
10,10082,140,0x3c0d1b8af943597001c0c95fd2e64db6bf644c928ad90a43ee1e041b83a2b874,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x00000000000000000000000a50949b0290880000,0x0000000000000000000000000000aa2bb30348c0,649188,361438,0,1624702290,12709078,0xAe563C1f00FC7008A1224F9EfFE285E35eEc11b5,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,ETH,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,11:30.0,1829.239258,190.273877," 348,056.446 ",0.342259196,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,"[190.273876992, 192.14492362852545]",ETH,1.871046637,1829.239258,FALSE,2
11,10087,145,0x5ab24bcf5f3e7e6f41567e6979ff2e87756185ff92d8a7688aaf2952a11b88e3,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x0000000000000000000011c52667706796000000,0x000000000000000000000000002a677b49947a9c,642439,335409,15708000000,1624708267,12709518,0xED158390268bbe9d2cc450AcAbA2459C02bbCb03,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,51:07.0,1,83917.0061,83917.0061,0.011935728,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.011935728234953372, 83917.006095391, 83917.006095391, 83917.01803111922, 84036.36337774053]",DAI,119.3572823,1,FALSE,5
12,10118,176,0x5b7a59d52b4c026356f2b6012caa43aa9a21687c7224e471d0dd1c2b9f1b2a5a,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x00000000000000000000096e1086032622000000,0x00000000000000000000000000783b9459977d93,1307460,827310,19074000000,1624762201,12713519,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,50:01.0,1,44531.63084,44531.63084,0.033842506,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.03384250554957762, 44531.630836548655, 44531.630836548655, 44531.66467905421, 44870.05589204443]",DAI,338.4250555,1,FALSE,5
13,10169,227,0x42e48e6e67fcfb5543c2085eecad1041322463a9150e997355039ea6863a014a,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x00000000000000000000000000000013da9f7348,0x0000000000000000000000000000000000001ebb,628255,371548,17952000000,1624831634,12718670,0x08e2AF71DB66d0a64136BE9d4DaBB8A3334F152F,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,USDC,6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,07:14.0,1,85272.26145,85272.26145,0.007867,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"[0.007867, 85272.261448, 85272.261448, 85272.269315, 85350.934626]",USDC,78.673178,1,FALSE,5
14,10170,228,0x215f7f60354d6571eece6f604da6b37558f61c687f66aeac9f5b70f27bee5b81,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x00000000000000000000000000000013da9f7348,0x00000000000000000000000000000000000008d9,628255,354461,17952000000,1624831647,12718671,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,USDC,6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,07:27.0,1,85272.26145,85272.26145,0.002265,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"[0.002265, 25055.037756, 25077.692779, 85272.261448, 85272.263713]",USDC,22.655023,1,TRUE,5
15,10173,231,0x0408f759d183303d2ab55055c4ce787735c46e7f01a646ea583076dc65691c62,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x000000000000000000000ab36c9f7f3792800000,0x000000000000000000000000000fd84bb357d928,808970,512490,29172000000,1624832339,12718727,0xED158390268bbe9d2cc450AcAbA2459C02bbCb03,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,18:59.0,1,50533.45913,50533.45913,0.004459944,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.004459944293685544, 50533.459132444514, 50533.459132444514, 50533.463592388805, 50578.058575381365]",DAI,44.59944294,1,FALSE,5
16,10179,237,0x811b0c5175e3f07c8cc8b71a616b099545f499992746ee574f50137ca72b4493,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x0000000000000000000013096226cdd142000000,0x000000000000000000000000005bbe2f66367917,1103057,574709,22440000000,1624837146,12719095,0xED158390268bbe9d2cc450AcAbA2459C02bbCb03,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,39:06.0,1,89898.05644,89898.05644,0.025823334,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.025823333668256024, 89898.05643775011, 89898.05643775011, 89898.08226108378, 90156.28977443268]",DAI,258.2333367,1,FALSE,5
17,10180,238,0x2bb163daec2c7bdce62a3cffcb554a945ee72e42054a71bbf06412fa54fb90b2,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x00000000000000000000089ae98a9c1659800000,0x0000000000000000000000000012b79c46e48b87,1103057,574733,22440000000,1624837399,12719116,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,43:19.0,1,40636.55888,40636.55888,0.005268431,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.005268431412956039, 40636.55888488586, 40636.55888488586, 40636.564153317275, 40689.24319901542]",DAI,52.68431413,1,FALSE,5
18,10244,302,0x46c89afba694473e1d9f1bda80d911a6a556629d85cde327a9d83fc4ff61d752,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x00000000000000000000000000000000fa240e61,0x000000000000000000000000000000000000005e,744659,339121,0,1624918727,12725190,0xDBdE82967F75E3c4d16F717917320aED6f6c8d29,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,renBTC,8,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,18:47.0,34434.33594,41.96666977,1445094.405,0.032368276,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,"[9.4e-07, 41.96666977, 41.96666977, 41.96667071, 41.97612153]",renBTC,0.00945176,34434.33594,FALSE,5
19,10279,337,0x17c7f07d820833c3f80c199094eaa51ce80ed2d9d0ac697d3749b905690c4a8d,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x0000000000000000000006464effd8555fc00000,0x0000000000000000000000000065368ccc12a5d4,999276,597815,20420400000,1624961880,12728389,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,18:00.0,1,29631.16349,29631.16349,0.028488951,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.028488950994871764, 29631.16348869275, 29631.16348869275, 29631.191977643746, 29916.052998641466]",DAI,284.8895099,1,FALSE,5
20,10286,344,0x72d32b2af49a1136fd8e2652910873f1848ac83f98a1665a6e800af74be560db,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x0000000000000000000015892e58ebd3f3000000,0x0000000000000000000000000020b68f4bfceaa8,652975,342819,29172000000,1624970815,12729031,0xED158390268bbe9d2cc450AcAbA2459C02bbCb03,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,46:55.0,1,101700.2398,101700.2398,0.009207926,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.009207925826185896, 101700.23975678, 101700.23975678, 101700.24896470582, 101792.31901504187]",DAI,92.07925826,1,FALSE,5
21,10314,372,0x83e6ff2d11f758909070a6502f7b18032f9e7acb75c6b6b151d52f3c224ae0b3,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x00000000000000000000000000000001f4284f51,0x000000000000000000000000000000000000016d,744659,339674,0,1624983312,12729965,0xAe563C1f00FC7008A1224F9EfFE285E35eEc11b5,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,renBTC,8,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,15:12.0,35867.77734,83.91249745,3009754.775,0.130917387,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,"[3.65e-06, 83.91249745, 83.91249745, 83.9125011, 83.94904108]",renBTC,0.03654363,35867.77734,FALSE,5
22,10321,379,0x02d824c77deb21beee6c8d3713ec819d0d17356a033ece6ee2ae0bd54bcc1899,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x0000000000000000000000000000000218b4ad13,0x00000000000000000000000000000000000001a3,744659,339686,0,1624984313,12730023,0xAe563C1f00FC7008A1224F9EfFE285E35eEc11b5,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,renBTC,8,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,31:53.0,35867.77734,90.04428563,3229688.388,0.150285987,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,"[4.19e-06, 90.04428563, 90.04428563, 90.04428982, 90.08623455]",renBTC,0.04194892,35867.77734,FALSE,5
23,10337,395,0xaaf519eabb92c2af66190723ce21af4fe827cd5e709ad906849dfaa792e8c0fd,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x00000000000000000000000000000015448418ec,0x000000000000000000000000000000000000223e,652975,356575,26928000000,1624989603,12730416,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,USDC,6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,00:03.0,1,91343.82104,91343.82104,0.008766,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"[0.008766, 91343.821036, 91343.821036, 91343.829802, 91431.484251]",USDC,87.663215,1,FALSE,5
24,10370,428,0x5d1d96f8e299663b594eb9e529cc0c7dd7887e2f5703db0869f1a09350f05bc8,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x00000000000000000000000000000000653bbe68,0x000000000000000000000000000000000000000e,744659,339109,0,1625027234,12733213,0x6F1791978Ef090d3cEd90144536BC35103f434eD,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,renBTC,8,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,27:14.0,35040.83594,16.98414184,595138.5278,0.004905717,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,"[1.4e-07, 16.98414184, 16.98414184, 16.98414198, 16.98558746]",renBTC,0.00144562,35040.83594,FALSE,5
25,10371,429,0xb1cf7a15488170df8db87cab2cf513fc9305157ca26063fb8ceaf51bb416d8a5,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x0000000000000000000011c8c19a9dfc88000000,0x00000000000000000000000000b5f2ac14a5e797,861650,429660,20196000000,1625028295,12733302,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,44:55.0,1,83983.52966,83983.52966,0.051213792,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.05121379167934249, 83983.52966002956, 83983.52966002956, 83983.58087382124, 84495.66757682298]",DAI,512.1379168,1,FALSE,5
26,10373,431,0x7cc4bac1d0b4f505c48df8a462bb46575624930b12139876187c1a73aadbe5b6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x000000000000000000000f99fc3c5ec066800000,0x00000000000000000000000000a4fa1a3a83f786,990326,539900,20196000000,1625028661,12733323,0xea97BE92160121A4EE95A1BE3Fd61c7E663596D9,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,51:01.0,1,73676.02459,73676.02459,0.046436887,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.04643688673836839, 73676.02459269884, 73676.02459269884, 73676.07102958558, 74140.39346008253]",DAI,464.3688674,1,FALSE,5
27,10433,491,0xd60a3de350a0bad3cc780d769b34a44b0e9abc0ba8671e2cb76364a009b2cc50,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x000000000000000000001582bc254ef9fa000000,0x000000000000000000000000002791061d4de15b,652975,344340,30294000000,1625106531,12739135,0xcA77Dc47eec9E1C46c9F541ba0f222E741d6236b,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,28:51.0,1,101581.3302,101581.3302,0.01113698,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.011136979539190107, 101581.3301989336, 101581.3301989336, 101581.34133591315, 101692.6999943255]",DAI,111.3697954,1,FALSE,5
28,10453,511,0xee6b2a238babf816146c3c841216fa7727932e1eaaee9ea2c9bba3cc80014f0d,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x00000000000000000000000000000017f630c691,0x0000000000000000000000000000000000001c70,965606,557516,25806000000,1625122781,12740300,0xcA77Dc47eec9E1C46c9F541ba0f222E741d6236b,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,USDC,6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,59:41.0,1,102914.6395,102914.6395,0.00728,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"[0.00728, 102914.639505, 102914.639505, 102914.646785, 102987.443401]",USDC,72.803896,1,FALSE,5
29,10462,520,0x39b7902e7634ce893eb46e119ffb0566d6f50e9a365f1f9a94668784a4674ad4,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x000000000000000000000000000000115398dc09,0x000000000000000000000000000000000000404d,897586,499935,21318001636,1625126553,12740581,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,USDC,6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,02:33.0,1,74416.97076,74416.97076,0.016461,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"[0.016461, 74416.970761, 74416.970761, 74416.987222, 74581.582739]",USDC,164.611978,1,FALSE,5
30,10485,543,0xc941f90dee5be45addd32cfb4e330344dbfe907e2e90e8774996b01cdc823f71,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x0000000000000000000006255dbb2c33b6800000,0x0000000000000000000000000093067b90b8e9e9,839257,608838,15708000000,1625143357,12741837,0x89D2495fd1D327ecB7fD420447D460E5A92e6DaC,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,42:37.0,1,29023.48247,29023.48247,0.041383949,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.041383949355248105, 29023.482468611914, 29023.482468611914, 29023.52385256127, 29437.321962164395]",DAI,413.8394936,1,FALSE,5
31,10486,544,0x19c1debe8b373a3373fda991f9355b7abebb42d72c14e9280fd3bd78443817a9,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,0x0000000000000000000000000000000084c73579,0x0000000000000000000000000000000000000018,744659,339650,0,1625148673,12742258,0xfEFdF7d47156c8fD170B3A6F6c2359Fc4f0DB125,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,renBTC,8,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,11:13.0,33572.11719,22.27647865,747868.5518,0.008057308,0xeb4c2781e4eba804ce9a9803c67d0893436bb27d,"[2.4e-07, 22.27647865, 22.27647865, 22.27647889, 22.2789536]",renBTC,0.00247495,33572.11719,FALSE,5
32,10493,551,0xd519cfe715551bbcf1109257cf09bddb812c80ee027f1f478c66826119389848,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0x6b175474e89094c44da98b954eedeac495271d0f,0x000000000000000000001494fc74f9729f000000,0x0000000000000000000000000080573a5ba21d95,861650,398146,37811400000,1625151913,12742486,0xED158390268bbe9d2cc450AcAbA2459C02bbCb03,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,DAI,18,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,05:13.0,1,97195.63922,97195.63922,0.036124705,0x6b175474e89094c44da98b954eedeac495271d0f,"[0.036124705176034715, 97195.63921936747, 97195.63921936747, 97195.67534407265, 97556.8862711278]",DAI,361.2470518,1,FALSE,5
33,10579,637,0x75d767e7fd573dad54009737acf08964a385ae313dad3f7620bdb473004df84d,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x000000000000000000000000000000171690d9c8,0x00000000000000000000000000000000000013f0,628255,372096,17952000000,1625187984,12745159,0xED158390268bbe9d2cc450AcAbA2459C02bbCb03,0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,v4,USDC,6,0x3d71d79c224998e608d03c5ec9b405e7a38505f0,ninja,activeTakerAddresses,06:24.0,1,99162.8395,99162.8395,0.005104,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"[0.005104, 99162.839496, 99162.839496, 99162.8446, 99213.883529]",USDC,51.044033,1,FALSE,5
